PUB-3589;514;12/07/2021;08:15;13:11
PUA-7815;2351;12/07/2021;08:36;14:47
PUF-1184;1589;12/07/2021;08:36;09:18
PUD-7828;2198;12/07/2021;08:43;11:14
PUB-7923;2277;12/07/2021;08:51;11:26
PUE-1026;1218;12/07/2021;09:38;15:14
PUC-6103;606;12/07/2021;10:09;12:38
PUC-0638;2068;12/07/2021;10:27;14:21
PUD-1958;1497;12/07/2021;10:48;13:53
PUD-0478;2258;12/07/2021;13:57;16:01
PUF-3785;581;12/07/2021;14:08;16:57
PUB-4060;998;12/07/2021;16:54;17:55
PUD-8205;2068;13/07/2021;09:05;13:30
PUF-3794;547;13/07/2021;09:07;12:03
PUB-0690;1253;13/07/2021;09:12;13:53
PUE-2550;412;13/07/2021;09:14;14:05
PUF-6023;2339;13/07/2021;09:46;11:44
PUB-2519;2536;13/07/2021;09:52;11:36
PUA-5472;1175;13/07/2021;09:58;11:58
PUD-1860;880;13/07/2021;09:58;12:25
PUC-3644;1425;13/07/2021;11:37;14:16
PUD-4494;1333;13/07/2021;13:38;16:46
PUB-8283;1535;13/07/2021;16:36;20:53
PUF-8429;1133;13/07/2021;17:50;18:34
PUD-1278;1232;14/07/2021;08:16;09:15
PUA-5619;2107;14/07/2021;08:47;09:41
PUC-8153;2075;14/07/2021;09:00;10:15
PUC-9965;2355;14/07/2021;09:02;13:42
PUF-8845;1341;14/07/2021;09:35;15:31
PUA-2169;2431;14/07/2021;09:42;15:38
PUC-2756;1087;14/07/2021;09:43;15:55
PUC-4911;881;14/07/2021;10:29;16:28
PUF-9489;672;14/07/2021;12:55;17:04
PUB-1026;1206;14/07/2021;13:23;17:01
PUC-9853;2351;14/07/2021;15:14;20:34
PUF-4050;2487;14/07/2021;17:28;20:19
PUA-8490;973;15/07/2021;08:00;11:57
PUE-9527;706;15/07/2021;08:29;13:53
PUC-0564;1085;15/07/2021;08:37;11:48
PUE-5611;2487;15/07/2021;08:55;11:37
PUA-7863;1633;15/07/2021;09:01;13:40
PUA-0453;1931;15/07/2021;09:44;14:06
PUF-3974;2230;15/07/2021;09:45;10:24
PUE-7941;975;15/07/2021;09:55;15:15
PUD-6868;2401;15/07/2021;10:28;14:55
PUC-6944;1558;15/07/2021;10:43;15:31
PUC-9140;1518;15/07/2021;10:48;14:27
PUB-3469;981;15/07/2021;10:50;15:34
PUF-7957;1467;15/07/2021;12:09;16:54
PUF-4031;2528;15/07/2021;13:44;17:30
PUA-9489;2478;15/07/2021;16:15;18:28
PUE-1830;1433;15/07/2021;16:25;19:25
PUC-9673;465;16/07/2021;08:29;09:08
PUB-4636;517;16/07/2021;09:18;10:01
PUF-8653;1657;16/07/2021;09:42;14:25
PUE-9879;1673;16/07/2021;09:54;12:22
PUD-1737;196;16/07/2021;09:58;13:45
PUF-3128;991;16/07/2021;10:55;12:06
PUB-8974;1294;16/07/2021;12:39;13:56
PUA-3603;138;16/07/2021;12:42;16:52
PUC-5928;956;16/07/2021;15:27;16:19
PUC-0984;1127;16/07/2021;17:10;21:21
PUC-8037;105;17/07/2021;08:10;11:32
PUC-1785;2237;17/07/2021;08:33;12:06
PUD-1844;283;17/07/2021;09:00;09:50
PUD-6330;572;17/07/2021;09:09;13:37
PUD-7913;1613;17/07/2021;09:33;14:38
PUB-6270;1198;17/07/2021;09:52;10:56
PUB-3105;1793;17/07/2021;10:11;12:28
PUB-7168;1436;17/07/2021;10:13;10:55
PUB-2359;2472;17/07/2021;10:54;12:40
PUC-6431;856;17/07/2021;11:13;16:14
PUA-8534;1101;17/07/2021;11:55;17:28
PUB-4207;1238;17/07/2021;12:17;14:27
PUB-3043;2210;17/07/2021;12:35;16:37
PUE-6439;879;17/07/2021;14:45;15:19
PUE-5221;2361;17/07/2021;16:40;22:47
PUD-2923;2150;18/07/2021;08:47;11:40
PUE-2647;1896;18/07/2021;09:16;13:50
PUE-4576;2068;18/07/2021;10:07;15:42
PUD-0322;1256;18/07/2021;10:19;11:58
PUD-0913;187;18/07/2021;10:47;12:08
PUC-3887;1014;18/07/2021;10:57;16:40
PUD-8820;575;18/07/2021;12:12;12:43
PUB-0794;603;18/07/2021;12:28;14:30
PUB-5160;2521;18/07/2021;14:32;15:40
PUC-4624;2108;18/07/2021;15:38;19:39
PUF-8669;581;18/07/2021;16:49;22:08
PUE-8492;2412;18/07/2021;17:59;22:06
PUD-1571;2226;19/07/2021;08:02;13:26
PUB-5325;2310;19/07/2021;08:33;13:25
PUE-2310;866;19/07/2021;08:39;12:53
PUD-3333;1534;19/07/2021;08:56;10:57
PUC-2541;1554;19/07/2021;09:16;12:03
PUE-0695;1842;19/07/2021;09:17;10:17
PUA-8920;378;19/07/2021;09:18;12:43
PUC-3220;1536;19/07/2021;09:26;15:26
PUB-6896;841;19/07/2021;09:33;15:22
PUC-5476;509;19/07/2021;09:34;13:02
PUE-5951;764;19/07/2021;09:41;11:55
PUC-7700;669;19/07/2021;10:02;10:29
PUB-5491;2366;19/07/2021;10:36;12:14
PUD-7424;649;19/07/2021;11:49;16:28
PUB-2904;1378;19/07/2021;13:28;16:50
PUD-8972;710;19/07/2021;15:28;20:32
PUA-5119;1216;19/07/2021;16:11;22:19
PUF-9104;624;20/07/2021;08:07;12:15
PUE-9474;1760;20/07/2021;08:18;12:28
PUA-3156;1528;20/07/2021;08:22;09:04
PUE-2900;448;20/07/2021;08:29;11:35
PUE-7148;1415;20/07/2021;08:49;13:27
PUB-0774;703;20/07/2021;09:04;13:51
PUB-8403;1064;20/07/2021;09:32;12:30
PUA-9034;884;20/07/2021;09:52;10:52
PUF-9911;1648;20/07/2021;09:57;10:28
PUF-1502;1927;20/07/2021;10:52;14:42
PUB-9781;2505;20/07/2021;10:53;12:30
PUC-9586;1839;20/07/2021;12:29;12:53
PUC-7994;1891;20/07/2021;15:13;20:08
PUD-6960;2265;21/07/2021;08:29;10:46
PUC-9429;1223;21/07/2021;08:31;12:44
PUA-9472;1252;21/07/2021;08:43;10:44
PUE-8097;2199;21/07/2021;08:44;11:32
PUC-3985;1837;21/07/2021;08:53;13:01
PUB-1384;860;21/07/2021;09:11;14:40
PUC-0018;809;21/07/2021;10:17;11:29
PUE-2344;1340;21/07/2021;10:36;12:47
PUC-1058;1059;21/07/2021;12:12;17:26
PUE-7047;416;21/07/2021;12:25;12:48
PUB-5275;1907;21/07/2021;15:13;20:29
PUD-0221;319;21/07/2021;15:39;15:54
PUD-5647;677;21/07/2021;16:02;17:52
PUF-9945;1207;21/07/2021;16:19;17:46
PUB-5926;2197;22/07/2021;08:01;12:50
PUE-6850;2459;22/07/2021;08:02;13:34
PUE-0082;1627;22/07/2021;09:14;11:22
PUC-3943;279;22/07/2021;09:19;09:50
PUB-3587;1459;22/07/2021;09:20;12:53
PUB-9879;2339;22/07/2021;09:20;12:41
PUE-5456;133;22/07/2021;09:25;14:27
PUC-5659;1627;22/07/2021;09:40;10:24
PUC-5103;1060;22/07/2021;09:43;10:25
PUC-3499;246;22/07/2021;10:19;16:25
PUB-9332;1284;22/07/2021;12:32;13:14
PUA-1485;1783;22/07/2021;16:57;18:52
PUB-0675;409;23/07/2021;08:08;11:10
PUE-0500;872;23/07/2021;09:12;11:02
PUB-2496;2402;23/07/2021;09:16;12:16
PUB-2065;368;23/07/2021;09:21;15:21
PUE-0465;2072;23/07/2021;09:28;14:20
PUF-1287;396;23/07/2021;09:39;13:13
PUF-6118;1443;23/07/2021;09:44;14:53
PUC-2168;2358;23/07/2021;09:59;13:53
PUC-5382;1825;23/07/2021;10:01;12:36
PUC-4347;2043;23/07/2021;10:16;16:19
PUA-8653;656;23/07/2021;10:31;12:20
PUF-1407;2242;23/07/2021;10:35;16:15
PUF-3588;523;23/07/2021;12:24;17:20
PUD-9148;2202;23/07/2021;12:36;15:45
PUB-0727;136;23/07/2021;13:51;18:35
PUF-3530;1075;24/07/2021;08:14;11:14
PUD-4358;2013;24/07/2021;08:39;11:48
PUE-5396;1384;24/07/2021;09:34;12:01
PUA-2709;1438;24/07/2021;10:01;14:34
PUF-7347;858;24/07/2021;10:03;15:34
PUB-3934;1399;24/07/2021;10:10;13:57
PUA-9973;2016;24/07/2021;10:16;16:24
PUE-2849;1429;24/07/2021;11:07;15:15
PUB-1061;2172;24/07/2021;13:24;15:56
PUC-8667;659;24/07/2021;13:50;15:47
PUD-1871;665;24/07/2021;14:04;16:02
PUF-6761;437;24/07/2021;16:35;18:56
PUB-3372;1091;24/07/2021;17:50;18:14
PUC-4410;2176;25/07/2021;08:10;13:08
PUF-8710;1183;25/07/2021;09:08;11:38
PUF-0319;1906;25/07/2021;09:13;11:55
PUE-0287;1432;25/07/2021;09:31;12:55
PUE-6491;1182;25/07/2021;09:56;10:31
PUB-6082;1548;25/07/2021;10:02;15:28
PUB-7301;1797;25/07/2021;10:34;12:19
PUC-3317;2067;25/07/2021;10:47;15:12
PUE-8512;1342;25/07/2021;10:51;16:37
PUE-3408;123;25/07/2021;13:09;18:17
PUC-8894;1540;26/07/2021;08:36;08:57
PUF-9441;684;26/07/2021;08:40;14:15
PUA-3159;2420;26/07/2021;08:56;11:21
PUE-4878;2532;26/07/2021;08:58;12:13
PUC-9107;950;26/07/2021;09:46;10:32
PUF-3463;1049;26/07/2021;10:09;10:28
PUA-8415;261;26/07/2021;10:48;11:18
PUA-6799;1960;26/07/2021;14:59;18:49
PUF-4674;1284;26/07/2021;16:22;19:41
PUA-4531;1906;26/07/2021;16:28;17:11
PUA-7296;572;26/07/2021;16:55;21:22
PUF-8247;595;27/07/2021;08:09;11:35
PUE-5008;426;27/07/2021;09:01;11:19
PUF-1055;473;27/07/2021;09:18;13:27
PUF-0835;1742;27/07/2021;09:55;14:45
PUE-3567;246;27/07/2021;10:08;12:50
PUA-2406;1400;27/07/2021;10:37;14:35
PUA-8502;1176;27/07/2021;10:52;14:09
PUE-1684;911;27/07/2021;11:35;12:48
PUC-1325;1351;27/07/2021;13:09;16:18
PUC-5893;1210;27/07/2021;13:22;15:44
PUA-2016;818;27/07/2021;13:33;14:31
PUE-8122;950;27/07/2021;14:29;15:01
PUB-6895;2502;27/07/2021;14:33;19:33
PUE-9513;1250;27/07/2021;15:22;18:01
PUC-3738;388;28/07/2021;08:06;13:21
PUA-8846;1368;28/07/2021;08:27;12:53
PUD-9028;1790;28/07/2021;09:24;10:34
PUB-8644;1839;28/07/2021;09:49;13:46
PUF-5574;2415;28/07/2021;09:55;11:38
PUD-6946;1663;28/07/2021;10:18;11:37
PUC-0911;213;28/07/2021;11:01;13:48
PUE-8716;900;28/07/2021;13:38;14:01
PUF-5624;705;28/07/2021;16:46;22:26
PUB-1178;605;28/07/2021;17:30;18:22
PUD-7914;346;28/07/2021;17:50;21:24
PUB-4320;1220;28/07/2021;17:56;18:54
PUE-5179;2461;29/07/2021;08:27;13:04
PUA-9613;759;29/07/2021;09:21;15:35
PUA-2835;190;29/07/2021;09:33;11:33
PUB-4879;1148;29/07/2021;10:24;13:19
PUF-8727;366;29/07/2021;10:46;14:27
PUE-5564;172;29/07/2021;11:22;15:55
PUF-6613;702;29/07/2021;12:38;18:19
PUA-4237;2135;29/07/2021;12:57;16:42
PUC-6907;1919;30/07/2021;08:04;08:20
PUB-2707;1830;30/07/2021;08:39;12:22
PUF-1326;2334;30/07/2021;09:09;15:09
PUA-8205;1159;30/07/2021;09:33;10:22
PUD-6781;1259;30/07/2021;09:35;10:20
PUE-0817;2445;30/07/2021;09:58;11:37
PUD-0149;2181;30/07/2021;10:16;15:46
PUA-0181;779;30/07/2021;10:48;11:38
PUD-1768;135;30/07/2021;12:29;13:02
PUC-2713;2379;30/07/2021;17:01;19:50
PUF-4175;590;31/07/2021;08:00;10:02
PUE-4274;531;31/07/2021;08:21;11:27
PUE-8018;668;31/07/2021;08:24;14:19
PUA-2136;975;31/07/2021;09:48;14:39
PUE-6227;1933;31/07/2021;13:29;17:15
PUA-2025;915;31/07/2021;17:34;20:37
PUD-3283;1771;01/08/2021;08:49;12:25
PUA-6898;960;01/08/2021;08:59;11:27
PUC-1448;465;01/08/2021;09:49;11:05
PUA-9486;234;01/08/2021;10:24;16:38
PUD-7547;2268;01/08/2021;10:27;16:27
PUF-8207;805;01/08/2021;10:55;15:28
PUB-2484;2172;01/08/2021;12:23;13:09
PUC-3943;1929;01/08/2021;13:29;13:47
PUF-6485;1546;02/08/2021;10:02;15:04
PUC-5069;2333;02/08/2021;10:54;13:29
PUC-9319;410;02/08/2021;11:27;15:13
PUE-3550;1324;02/08/2021;14:24;15:36
PUA-1195;2415;02/08/2021;14:48;19:37
PUB-6873;2075;03/08/2021;08:05;13:20
PUB-3390;2436;03/08/2021;08:07;12:08
PUD-6820;556;03/08/2021;08:25;14:13
PUF-6304;226;03/08/2021;08:34;10:31
PUD-8469;1679;03/08/2021;08:36;14:07
PUE-4384;2022;03/08/2021;08:37;14:07
PUB-5783;1480;03/08/2021;09:04;14:42
PUB-9792;799;03/08/2021;09:46;15:06
PUB-7782;167;03/08/2021;09:48;11:44
PUD-9225;1831;03/08/2021;09:54;11:33
PUA-0385;599;03/08/2021;09:55;13:05
PUD-0434;152;03/08/2021;10:01;11:14
PUD-6897;1119;03/08/2021;10:03;12:46
PUC-9015;1831;03/08/2021;10:31;16:39
PUD-2764;2237;03/08/2021;10:36;13:17
PUB-9842;1910;03/08/2021;10:42;15:08
PUE-3149;1487;03/08/2021;10:47;14:36
PUB-4343;1586;03/08/2021;10:55;15:16
PUB-0651;819;03/08/2021;10:58;11:27
PUE-4219;983;03/08/2021;11:53;17:01
PUB-0677;1731;03/08/2021;16:32;19:29
PUA-8506;1771;03/08/2021;17:53;19:01
PUA-4044;2273;04/08/2021;08:13;09:15
PUB-5544;1906;04/08/2021;08:19;10:57
PUB-5352;650;04/08/2021;08:49;09:44
PUA-7395;693;04/08/2021;08:55;11:29
PUE-0659;2392;04/08/2021;09:35;11:35
PUF-9086;1606;04/08/2021;09:37;14:25
PUA-6935;1229;04/08/2021;09:48;13:36
PUD-6935;1777;04/08/2021;10:18;14:48
PUA-4612;2364;04/08/2021;10:41;11:43
PUA-4008;2374;04/08/2021;12:10;14:43
PUB-7568;540;04/08/2021;12:24;17:59
PUE-4578;1993;05/08/2021;08:17;12:43
PUA-6516;2244;05/08/2021;08:19;11:53
PUB-8505;2523;05/08/2021;08:48;10:02
PUF-0266;118;05/08/2021;08:51;14:09
PUA-9909;1081;05/08/2021;08:52;14:27
PUD-4097;2245;05/08/2021;09:17;13:37
PUE-6211;2004;05/08/2021;09:17;09:36
PUC-3869;1459;05/08/2021;09:33;10:58
PUC-3578;596;05/08/2021;09:54;10:12
PUA-2056;441;05/08/2021;10:21;13:43
PUF-4644;1235;05/08/2021;10:46;13:04
PUB-3900;1869;05/08/2021;11:10;15:35
PUD-7434;1647;05/08/2021;12:04;14:43
PUD-4589;395;05/08/2021;12:16;12:57
PUF-3548;1270;05/08/2021;12:30;15:51
PUA-4157;1412;05/08/2021;13:34;16:38
PUE-1470;1833;05/08/2021;16:02;21:24
PUE-4113;2385;06/08/2021;08:36;14:39
PUA-8255;1662;06/08/2021;08:45;14:51
PUF-8581;404;06/08/2021;09:21;12:28
PUD-7342;1811;06/08/2021;09:32;12:16
PUD-0855;1105;06/08/2021;09:49;14:40
PUD-2439;937;06/08/2021;10:05;12:52
PUB-1460;947;06/08/2021;10:11;10:45
PUE-2220;284;06/08/2021;10:19;12:02
PUC-5056;2072;06/08/2021;13:53;19:39
PUF-3626;708;06/08/2021;14:11;17:08
PUA-0680;1408;06/08/2021;14:42;15:32
PUF-1179;375;07/08/2021;08:10;08:50
PUB-7453;1317;07/08/2021;09:08;10:30
PUD-5355;1993;07/08/2021;09:38;15:36
PUD-4507;2305;07/08/2021;09:41;10:04
PUD-4422;833;07/08/2021;10:12;14:00
PUC-5411;1081;07/08/2021;12:16;14:12
PUB-7493;2081;08/08/2021;09:19;15:15
PUD-7685;1185;08/08/2021;09:23;15:27
PUC-3871;2327;08/08/2021;09:43;11:26
PUA-9102;1940;08/08/2021;10:07;10:29
PUB-6771;2135;08/08/2021;13:33;19:37
PUB-4562;1147;08/08/2021;17:55;19:04
PUE-5064;1226;09/08/2021;08:18;14:32
PUB-0626;1996;09/08/2021;10:10;11:55
PUE-1155;1700;09/08/2021;10:16;13:46
PUB-4384;1579;09/08/2021;10:28;14:44
PUF-2020;775;09/08/2021;13:12;13:28
PUD-6646;415;09/08/2021;13:17;15:19
PUD-5794;1230;09/08/2021;13:24;14:00
PUF-6091;1018;09/08/2021;13:58;15:39
PUA-2698;2088;10/08/2021;08:06;12:22
PUA-6202;1618;10/08/2021;08:12;13:25
PUE-9489;873;10/08/2021;08:18;10:36
PUD-5342;2027;10/08/2021;08:25;14:29
PUC-1590;830;10/08/2021;09:17;12:04
PUB-2916;1070;10/08/2021;09:48;15:39
PUF-4118;2448;10/08/2021;10:02;12:06
PUA-4019;2404;10/08/2021;10:04;15:19
PUC-5235;2313;10/08/2021;11:45;15:28
PUA-4210;1762;10/08/2021;12:23;13:32
PUE-4625;118;10/08/2021;14:11;16:40
PUD-1939;302;10/08/2021;15:01;20:16
PUC-5454;226;10/08/2021;16:47;22:18
PUA-1980;1296;11/08/2021;08:03;09:33
PUA-9097;1942;11/08/2021;08:44;12:40
PUC-7615;2163;11/08/2021;09:05;14:42
PUD-8829;1758;11/08/2021;09:13;14:20
PUC-5691;347;11/08/2021;10:27;14:20
PUC-0662;699;11/08/2021;12:36;16:23
PUA-7350;1956;11/08/2021;17:10;20:05
PUF-3115;989;11/08/2021;17:19;22:48
PUB-9589;1065;12/08/2021;09:13;11:57
PUD-2956;1675;12/08/2021;10:05;14:53
PUD-9774;2067;12/08/2021;10:33;16:07
PUA-4875;1161;12/08/2021;11:41;16:35
PUE-4186;2148;13/08/2021;10:40;14:40
PUA-4258;2425;14/08/2021;08:34;11:46
PUF-4910;489;14/08/2021;08:35;10:43
PUD-6743;956;14/08/2021;09:08;13:05
PUF-6486;630;14/08/2021;09:48;13:15
PUD-9866;558;14/08/2021;09:50;15:05
PUD-3764;1931;14/08/2021;12:48;16:43
PUB-6016;513;14/08/2021;13:03;18:56
PUC-8502;1342;14/08/2021;13:20;18:53
PUB-0428;1761;15/08/2021;08:22;13:49
PUB-2221;126;15/08/2021;09:05;12:38
PUA-8734;1182;15/08/2021;09:18;12:39
PUB-0424;2023;15/08/2021;09:27;12:26
PUB-7567;1969;15/08/2021;10:01;14:58
PUC-3978;645;15/08/2021;10:58;15:24
PUF-9090;1880;15/08/2021;12:05;17:43
PUF-0812;1301;15/08/2021;15:43;16:16
PUC-4862;851;16/08/2021;08:38;10:46
PUF-1130;1925;16/08/2021;09:41;13:00
PUC-5534;2369;16/08/2021;10:04;15:48
PUA-5691;1709;16/08/2021;10:06;16:03
PUC-4277;1037;16/08/2021;10:48;15:31
PUE-4148;2486;16/08/2021;11:31;15:00
PUD-2694;709;16/08/2021;15:11;21:21
PUD-8786;1267;17/08/2021;08:01;11:44
PUB-5394;2014;17/08/2021;08:30;09:52
PUB-6519;432;17/08/2021;08:53;10:30
PUF-6365;2446;17/08/2021;09:18;11:13
PUB-8838;143;17/08/2021;10:21;12:55
PUE-2823;468;17/08/2021;11:06;16:43
PUD-0184;1104;17/08/2021;14:01;15:11
PUA-2992;561;17/08/2021;15:59;19:46
PUA-5559;1208;18/08/2021;08:23;12:05
PUD-7095;772;18/08/2021;08:31;13:46
PUD-2644;350;18/08/2021;09:16;10:50
PUA-3177;1784;18/08/2021;09:41;15:09
PUE-1677;2349;18/08/2021;09:48;12:45
PUD-8191;1031;18/08/2021;10:07;16:21
PUC-9239;563;18/08/2021;10:26;12:34
PUA-1692;404;18/08/2021;10:27;11:09
PUB-4269;2209;18/08/2021;10:45;11:07
PUA-0090;2449;18/08/2021;10:55;13:55
PUA-6122;796;18/08/2021;13:46;16:52
PUC-9221;1059;19/08/2021;08:16;10:11
PUD-6151;849;19/08/2021;08:44;14:56
PUF-8501;1066;19/08/2021;10:37;12:07
PUB-1167;527;19/08/2021;10:54;16:29
PUB-7641;1838;20/08/2021;08:49;13:54
PUD-1796;1888;20/08/2021;09:41;10:22
PUF-4284;2311;20/08/2021;10:21;14:51
PUE-3181;159;20/08/2021;11:25;13:10
PUA-3498;439;20/08/2021;14:23;15:32
PUF-5908;614;20/08/2021;17:38;22:22
PUA-8959;1021;20/08/2021;17:57;18:13
PUF-9907;1463;21/08/2021;08:16;12:01
PUF-8831;200;21/08/2021;08:21;13:19
PUF-5799;246;21/08/2021;09:44;12:14
PUC-5205;629;21/08/2021;10:27;16:04
PUF-6250;1221;21/08/2021;12:20;17:18
PUA-3582;190;22/08/2021;08:31;09:46
PUC-8456;1303;22/08/2021;08:32;10:51
PUA-1391;2140;22/08/2021;09:43;11:09
PUB-4580;585;22/08/2021;10:44;14:14
PUB-6029;664;22/08/2021;11:22;16:14
PUC-0970;1550;22/08/2021;12:03;17:24
